MEDIUM,FABRIC,TECHNIQUE,FORM,SUB-FORM,START_DATE,END_DATE,PAINTER,POTTER,SUBJECT_ADDITIONAL,LOCATION_COUNTRY,LOCATION_CITY,COLLECTION_NAME,COLLECTION_ID,PROVENIENCE,TRENDALL_ID,IMAGE_SERIES,SCENE_TYPE_A,MUSICAL_SCENE_TYPE_A,TRENDALL_DESCRIPTION_A,SIDE_A_DETAILS,SIDE_A_INSTRUMENTS_AND_NUMBERS,SIDE_A_PERFORMERS,SIDE_A_PERFORMER_LOCATION,SIDE_A_PERFORMER_ACTION,SIDE_A_NUMBER_OF_FIGURES,SIDE_A_COMPOSITION,SCENE_TYPE_B,MUSICAL_SCENE_TYPE_B,TRENDALL_DESCRIPTION_B,SIDE_B_DETAILS,SIDE_B_INSTRUMENTS_AND_NUMBERS,SIDE_B_PERFORMERS,SIDE_B_PERFORMER_LOCATION,SIDE_B_PERFORMER_ACTION,SIDE_B_NUMBER_OF_FIGURES,SIDE_B_COMPOSITION,IMAGE_IDS,NOTES,PUBLICATION,CATEGORY_1,CATEGORY_2,,,,,,
,Apulian,,Krater,Calyx,330,310,Underworld Painter,,,,Melbourne,Private Collection (G. Geddes),A 5:4,,18.318a,0407-08,MYTHOLOGICAL,MYTHOLOGICAL(TYM),"punishment of Dirke with, above, Lykos on an altar attacked by Amphion and Zethos with Hermes, 'divinities' to left and right, below, white bull over Dirce with Lyssa, Oistros, and a paidagogos","sacrifice of [old man] on altar above, Herakles and the bull (with dead maenad) below",1_(TYM),N/A(TYM),DOWNR(TYM),N/A(TYM),"7_F,6_M,2_A",2 ROWS,DIONYSIAC (ATTENDANT),DIONYSIAC (ATTENDANT)(TYM),"Dionysos with female attendants, satyrs, eros","youth with thyrsos central, two satyrs, two women, and eros",1_(TYM),F(TYM),UPL(TYM),SEATED(TYM),"2_F,1_M,1_E,2_S",RADIAL,"IMAG0407.jpg, IMAG0408.jpg",,,MTH,,Who knows?,,,,,
,Apulian,,Amphora,,330,310,Underworld Painter,,,,Bari,Museo Archeologico di Santa Scholastica,873,,18.325,0420-22,"MYTHOLOGICAL, FUNERARY","MYTHOLOGICAL(KI), FUNERARY(TYM)","upper frieze: Persian warriors with central kithara player (Thamyris? Orpheus), thymiaterion; lower frieze: stele with attendants","upper frieze: Persian warriors with central kithara player (Thamyris? Orpheus), thymiaterion; lower frieze: stele with attendants","1_(KI),1_(TYM)","M(KI),F(TYM)","UPC(KI),DOWNL(TYM)","SEATED(KI),MOVING(TYM)","2_F,7_M",2 FRIEZES,"COURTSHIP (DIONYSIAC), PROCESSION",COURTSHIP (DIONYSIAC)(TYM),"upper frieze: seated woman, youth with grapes, satyrs; lower frieze: eros, women continuing side A","upper frieze: seated woman, youth with grapes, satyrs; lower frieze: eros, women continuing side A",1_(TYM),F(TYM),UPC(TYM),SEATED(TYM),"4_F,2_M,1_E,2_S",2 FRIEZES,"IMAG0420.jpg, IMAG0421.jpg, IMAG0422.jpg",,,MTH,,,,,,,
,Apulian,,Krater,Volute (FRAG),330,310,Underworld Painter,,,,Naples,Private Collection,2-4-3,,18.327a,0423-30,MYTHOLOGICAL,MYTHOLOGICAL(KI),"consort of gods (Artemis, Apollo, fragmentary) and amazonomachy","consort of gods (Artemis, Apollo, fragmentary) and amazonomachy",1_(KI),M(KI),UPL(KI),SEATED(KI),"3_F,3_M,1_A",2 ROWS,FUNERARY,,central stele with four attendants (woman with grapes),central stele with four attendants (woman with grapes),,,,,"2_F,2_M",RADIAL,"IMAG0423.jpg, IMAG0424.jpg, IMAG0425.jpg, IMAG0426.jpg, IMAG0427.jpg, IMAG0428.jpg, IMAG0429.jpg, IMAG0430.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Krater,Volute,330,310,Underworld Painter,,,,Basel,Market (Münzen und Medaillen),,,18.328,0431-35,MYTHOLOGICAL,"MYTHOLOGICAL(PAN), MYTHOLOGICAL(PANXYL)","consort off gods (woman, pan, Athena, nike, aphrodite, eros) above amazonomachy with quadrigai","consort off gods (woman, pan, Athena, nike, aphrodite, eros) above amazonomachy with quadrigai","1_(PAN),1_(XYL)","P(PAN),E(XYL)","UPL(PAN),UPR(XYL)","LEANING(PAN),LEANING(XYL)","5_F,2_M,1_E,1_P,1_N",2 ROWS,FUNERARY,,central naiskos with one warrior and four attendants,central naiskos with one warrior and four attendants,,,,,"2_F,3_M",RADIAL,"IMAG0431.jpg, IMAG0432.jpg, IMAG0433.jpg, IMAG0434.jpg, IMAG0435.jpg",,,MTH,FUN,,,,,,
,Apulian,,Loutrophoros,,340,320,Painter of Louvre MNB 1148,,,,Malibu,J. Paul Getty Museum,82 AE 16,,20.278a,0741-46,"FUNERARY, MYTHOLOGICAL (?)","FUNERARY(KI), MYTHOLOGICAL (?)(KI), FUNERARY(AKI), MYTHOLOGICAL (?)(AKI)","central naiskos with woman and two loutrophoroi, attendants to left and right, couple in quadriga below (male in Persian dress, woman with polos pulling at veil – Hades and Persephone?)","central naiskos with woman and two loutrophoroi, attendants to left and right, couple in quadriga below (male in Persian dress, woman with polos pulling at veil – Hades and Persephone?)","1_(KI),1_(AKI)","N/A(KI),N/A(AKI)","UPR(KI),UPL(AKI)","N/A(KI),N/A(AKI)","6_F,1_M,4_A",2 ROWS,"FUNERARY, ADORNMENT",,"central naiskos with lekythos and two attendants to left and right, women below","central naiskos with lekythos and two attendants to left and right, women below",,,,,5_F,2 ROWS,"IMAG0741.jpg, IMAG0742.jpg, IMAG0743.jpg, IMAG0744.jpg, IMAG0745.jpg, IMAG0746.jpg",,,MTH,,Who knows?,,,,,
,Apulian,,Loutrophoros,,340,320,Painter of Louvre MNB 1148,,,,Malibu,J. Paul Getty Museum,86 AE 680,,20.278-2,0754,MYTHOLOGICAL,MYTHOLOGICAL(XYL),"Zeus and aphrodite with eros in naiskos, astrape and Eleusis and Eniautos to left and right, Leda and swan below (xylophone above swan), Hermes and two women to left and right, eros with faun","Zeus and aphrodite with eros in naiskos, astrape and Eleusis and Eniautos to left and right, Leda and swan below (xylophone above swan), Hermes and two women to left and right, eros with faun",1_(XYL),N/A(XYL),MIDC(XYL),N/A(XYL),"5_F,2_M,2_E,1_C,1_OW,2_A",2 ROWS,FUNERARY,,"central naiskos with one dancing woman, four attendants","central naiskos with one dancing woman, four attendants",,,,,"5_F,1_A",RADIAL,IMAG0754.jpg,,,MTH,FUN,Who knows?,,,,,
,Apulian,,Dinos,with Stand,340,320,Comparable to the Painter of Louvre MNB 1148,,,,Malibu,J. Paul Getty Museum,86 AE 157,,20.291b,0830-38,MYTHOLOGICAL,"MYTHOLOGICAL(TYM), MYTHOLOGICAL(XYL)","Continuous frieze: Peleus and Thetis, with Eros overlooking and Nereids on sea creatures","Continuous frieze: Peleus and Thetis, with Eros overlooking and Nereids on sea creatures","1_(TYM),1_(XYL)","F(TYM),E(XYL)","L(TYM),C(XYL)","SEATED(TYM),FLYING(XYL)","5_F,1_M,1_E,9_A",SINGLE,,,,,,,,,,,"IMAG0830.jpg, IMAG0831.jpg, IMAG0832.jpg, IMAG0833.jpg, IMAG0834.jpg, IMAG0835.jpg, IMAG0836.jpg, IMAG0837.jpg, IMAG0838.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Amphora,,340,320,Associated with the Patera Painter,,,,Taranto,MARTA,76010,Altamura,23.293,1462-64,MYTHOLOGICAL,"MYTHOLOGICAL(KI), MYTHOLOGICAL(XYL), MYTHOLOGICAL(XYL)","above, Herakles and Kerberos n the underworld with Orpheus in front of Hades enthroned, below, the Danaids filling a giant pithos","upper frieze: underworld with Hermes, Herakles and Kerberos, Orpheus, Hades enthroned; lower frieze: women pouring water into a giant pithos (Danaides?)","1_(KI),2_(XYL)","M(KI),?(XYL),?(XYL)","UPC(KI),DOWNL(XYL),DOWNR(XYL)","STANDING(KI),?(XYL),STANDING(XYL)","7_F,3_M,1_A,1_?",2 FRIEZES,MYTHOLOGICAL (?),,"fragmentary: above, Pentheus on an latar attacked by maenads, below, woman with tympanon",upper frieze: youth on altar with women holding thyrsoi around (Pentheus?); lower frieze: continuation of side A,,,,,"4_F,1_M,1_?",2 FRIEZES,"IMAG1462.jpg, IMAG1463.jpg, IMAG1464.jpg",,,MTH,FUN,,,,,,
,Apulian,,Krater,Volute,330,320,Ganymede Painter,,,England,England,Private Collection,,,25.10a,1543-50,"MYTHOLOGICAL, FUNERARY","MYTHOLOGICAL(AKI), FUNERARY(AKI)","above, bearded male (Hades) enthroned, greeting armoured, bearded male, youth and female to left and two women, one with torches, to right, below quadriga with woman lead by Hermes","above, bearded male (Hades) enthroned, greeting armoured, bearded male, youth and female to left and two women, one with torches, to right, below quadriga with woman lead by Hermes",1_(AKI),N/A(TYM),UPL(AKI),N/A(TYM),"4_F,6_M,4_A",2 ROWS,"FUNERARY, ATTENDANT (DIONYSIAC, EROS)","ATTENDANT (DIONYSIAC, EROS)(TYM)",neck: eros and woman attending to seated youth with thyrsos (Dionysos); body: central naiskos with standing  youth and four attendants,neck: eros and woman attending to seated youth with thyrsos (Dionysos); body: central naiskos with standing  youth and four attendants,1_(TYM),F(TYM),UPR(TYM),LEANING(TYM),"3_F,4_M,1_E",RADIAL,"IMAG1543.jpg, IMAG1544.jpg, IMAG1545.jpg, IMAG1546.jpg, IMAG1547.jpg, IMAG1548.jpg, IMAG1549.jpg, IMAG1550.jpg",,,MTH,,Who knows?,,,,,
,Apulian,,Amphora,,330,320,Ganymede Painter,,,Germany,Germany,Private Collection,,,25.14a,1554-8,MYTHOLOGICAL,"MYTHOLOGICAL(AU), MYTHOLOGICAL(KI)","in lower center, white-bearded Orpheus seated on a stool playing the kithara, Pan with aulos above and Thracians and eros around","bearded, white-haired male in Persian cap seated and playing kithara, youths in Persian armour around, flying nike with thymiaterion, and seated youth above playing aulos","1_(AU),1_(KI)","P(AU),M(KI)","UPC(AU),DOWNC(KI)","SEATED(AU),SEATED(KI)","4_M,1_N, 1_P, 1_A",2 ROWS,ATTENDANT (DIONYSIAC),,"seated youth with female, satyr, and eros","seated youth with female, satyr, and eros",,,,,"1_F,1_M,1_E,1_S",RADIAL,"IMAG1554.jpg, IMAG1555.jpg, IMAG1556.jpg, IMAG1557.jpg, IMAG1558.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Amphora,,330,320,Ganymede Painter,,,,Basel,Antikenmuseum und Sammlung Ludwig,S 40,,25.15,1559-60,"FUNERARY, MYTHOLOGICAL (?)","FUNERARY(KI), MYTHOLOGICAL (?)(KI)","central naiskos with dancing youth in Phrygian cap playing kithara in front of seated, bearded male with staff and scroll, chariot wheels and armour hanging (Orpheus and Hades?)","central naiskos with dancing youth in Phrygian cap playing kithara in front of seated, bearded male with staff and scroll, chariot wheels and armour hanging (Orpheus and Hades?)",1_(KI),M(KI),L(KI),DANCING(KI),2_M,SINGLE,FUNERARY,FUNERARY(TYM),"central stele with four attendants (2M, 2F)","central stele with four attendants (2M, 2F)",1_(TYM),F(TYM),UPR(TYM),SEATED(TYM),"2_F,2_M",RADIAL,"IMAG1559.jpg, IMAG1560.jpg",,,MTH,,,,,,,
,Apulian,,Situla,,330,320,Ganymede Painter,,,,"Bloomington, IN",Indiana University Art Museum,70.97.1,,25.17-1,1563-7,COURTSHIP,,"youth, eros, seated woman","youth, eros, seated woman",,,,,"1_F,1_M,1_E",SINGLE,MYTHOLOGICAL,"MYTHOLOGICAL(PAN), MYTHOLOGICAL(PAN)","above, youth with swan, youth with pan pipes, paniskos with pan pipes, lower old man, Aktaion, and Artemis","above, youth with swan, youth with pan pipes, paniskos with pan pipes, lower old man, Aktaion, and Artemis",2_(PAN),"M(PAN),P(PAN)","UPC(PAN),UPR(PAN)","SEATED(PAN),SEATED(PAN)","1_F,4_M,1_P,3_A",2 ROWS,"IMAG1563.jpg, IMAG1564.jpg, IMAG1565.jpg, IMAG1566.jpg, IMAG1567.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Hydria,,330,320,Ganymede Painter,,,,Zurich,Market,,,25.17-2,1568-73,"FUNERARY, MYTHOLOGICAL (?)","FUNERARY(KI), MYTHOLOGICAL (?)(KI), FUNERARY(AKI), MYTHOLOGICAL (?)(AKI), FUNERARY(KI), MYTHOLOGICAL (?)(KI)","central naiskos with woman and smaller, added-white girl, warrior to left offering phiale to naiskos, older man and woman to right, additional figures around, three kitharai immediately underneath the naiskos","central naiskos with woman and smaller, added-white girl, warrior to left offering phiale to naiskos, older man and woman to right, additional figures around, three kitharai immediately underneath the naiskos","2_(KI),1_(AKI)","N/A(KI),N/A(KI),N/A(AKI)","DOWNC(KI),DOWNC(KI),DOWNC(AKI)","N/A(KI),N/A(KI),N/A(AKI)","8_F,4_M",RADIAL,,,,,,,,,,,"IMAG1568.jpg, IMAG1569.jpg, IMAG1570.jpg, IMAG1571.jpg, IMAG1572.jpg, IMAG1573.jpg",,,MTH,,Who knows?,,,,,
,Apulian,,Hydria,,330,320,Ganymede Painter,,,,London,Market (Sotheby's),14.07.86 175,,25.17-3,1574-80,"ATTENDANT, MYTHOLOGICAL (?), FUNERARY","ATTENDANT(PAN), MYTHOLOGICAL (?)(PAN), ATTENDANT(PAN), MYTHOLOGICAL (?)(PAN), ATTENDANT(PAN), MYTHOLOGICAL (?)(PAN)","shoulder: paniskoi, satyr, seated youth (Apollo) and seated woman (Artemis); body: central naiskos with four attendants, grapes thyrsoi","shoulder: paniskoi, satyr, seated youth (Apollo) and seated woman (Artemis); body: central naiskos with four attendants, grapes thyrsoi",3_(PAN),"P(PAN),S(PAN),P(PAN)","SHOL(PAN),SHOC(PAN),SHOR(PAN)","SEATED(PAN),LEANING(PAN),SEATED(PAN)","4_F,3_M,1_S,2_P,2_A",2 FRIEZES,,,,,,,,,,,"IMAG1574.jpg, IMAG1575.jpg, IMAG1576.jpg, IMAG1577.jpg, IMAG1578.jpg, IMAG1579.jpg, IMAG1580.jpg",,,MTH,,Who knows?,,,,,
,Apulian,,Amphora,,330,320,Ganymede Painter,,,,London,Market (Sotheby's),,,25.67a,1602-5,"MYTHOLOGICAL (?), NUPTIAL, ATTENDANT (DIONYSIAC)","MYTHOLOGICAL (?)(PAN), NUPTIAL(PAN)","upper frieze: Artemis (?), Hermes (?), seated bearded male (Hades), standing woman tugging veil (Persephone), seated woman, Pan; lower frieze: seated youth, seated woman, female, male, and winged attendants","upper frieze: Artemis (?), Hermes (?), seated bearded male (Hades), standing woman tugging veil (Persephone), seated woman, Pan; lower frieze: seated youth, seated woman, female, male, and winged attendants",1_(PAN),P(PAN),UPR(PAN),LEANING(PAN),"5_F,4_M,1_P,1_E",2 FRIEZES,PROCESSION (EROS),PROCESSION (EROS)(TYM),upper frieze: two women and eros moving left; lower frieze: alternating seated women and erotes (continuing side A),upper frieze: two women and eros moving left; lower frieze: alternating seated women and erotes (continuing side A),1_(TYM),F(TYM),UPL(TYM),WALKING(TYM),"3_F,3_E",2 FRIEZES,"IMAG1602.jpg, IMAG1603.jpg, IMAG1604.jpg, IMAG1605.jpg",,,MTH,,Who knows?,,,,,
,Apulian,,Krater,Volute,330,310,Baltimore Painter,,,,Los Angeles,Market (Summa Galleries),2327,,27.14b,"1832, 1840-43",MYTHOLOGICAL,MYTHOLOGICAL(KI),"consort of gods (Artemis, Athena, Apollo with swan, Aphrodite with eros) above, amazonomachy below","consort of gods (Artemis, Athena, Apollo with swan, Aphrodite with eros) above, amazonomachy below",1_(KI),M(KI),UPC(KI),SEATED(KI),"5_F,3_M,1_E,2_A",2 ROWS,FUNERARY,FUNERARY(TYM),"central naiskos with flower, four attendants","central naiskos with flower, four attendants",1_(TYM),F(TYM),UPL(TYM),SEATED(TYM),4_F,RADIAL,"IMAG1832.jpg, IMAG1840.jpg, IMAG1841.jpg, IMAG1842.jpg, IMAG1843.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Krater,Volute,330,310,Baltimore Painter,,,,Zurich,Market (Galerie Nefer),,,27.14c,1833-9,"MYTHOLOGICAL (?), ARMING","MYTHOLOGICAL (?)(KI), ARMING(KI)","consort of gods (Athena, Apollo, Hermes, Artemis) above, youths and armour below","consort of gods (Athena, Apollo, Hermes, Artemis) above, youths and armour below",1_(KI),M(KI),UPC(KI),SEATED(KI),"2_F,6_M,1_A",2 ROWS,FUNERARY,,"central naiskos with flower, four attendants","central naiskos with flower, four attendants",,,,,4_F,RADIAL,"IMAG1833.jpg, IMAG1834.jpg, IMAG1835.jpg, IMAG1836.jpg, IMAG1837.jpg, IMAG1838.jpg, IMAG1839.jpg",,,MTH,,Who knows?,,,,,
,Apulian,,Krater,Volute,330,310,Baltimore Painter,,,,Naples,Private Collection,2-4-2,,27.14d,1844-7,MYTHOLOGICAL,MYTHOLOGICAL(KI),"consort of gods (Pan, woman (Artemis?), Athena, Apollo, Nike) above, amazonomachy below","consort of gods (Pan, woman (Artemis?), Athena, Apollo, Nike) above, amazonomachy below",1_(KI),M(KI),UPR(KI),SEATED(KI),"4_F,3_M,1_N,2_A,1_P",2 ROWS,FUNERARY,FUNERARY(TYM),"central naiskos (inner figure lost, seated youth?) with four attendants","central naiskos (inner figure lost, seated youth?) with four attendants",1_(TYM),F(TYM),DOWNR(TYM),STANDING(TYM),"4_F,1_?",RADIAL,"IMAG1844.jpg, IMAG1845.jpg, IMAG1846.jpg, IMAG1847.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Krater,Volute,330,310,Baltimore Painter,,,,Bari,Museo Archeologico di Santa Scholastica,2396,,27.16,1865-7,"MYTHOLOGICAL (?), ARMING",MYTHOLOGICAL (?)(TYM),"neck: eros seated in floral with tympanon; body: consort of gods ( or Hades enthroned with youth approaching?) above, woman with torches; below: four youths with armour","neck: eros seated in floral with tympanon; body: consort of gods ( or Hades enthroned with youth approaching?) above, woman with torches; below: four youths with armour",1_(TYM),E(TYM),NECKC(TYM),SEATED(TYM),"2_F,7_M,1_E",2 ROWS,FUNERARY,,"central naiskos with youth with armour, four attendants","central naiskos with youth with armour, four attendants",,,,,"2_F,1_M,1_?",RADIAL,"IMAG1865.jpg, IMAG1866.jpg, IMAG1867.jpg",,,MTH,,,,,,,
,Apulian,,Krater,Volute,330,310,Baltimore Painter,,,,St. Petersburg,Hermitage Museum,1716 (St. 426),,27.19,1870-1,"MYTHOLOGICAL (?), FUNERARY (?)","MYTHOLOGICAL (?)(AKI), FUNERARY (?)(AKI)","neck: nike riding right in quadriga; body: above, enthroned bearded male with woman, torch central, additional deities above, women with hydriai pouring water into a pithos below (Danaides)","neck: nike riding right in quadriga; body: above, enthroned bearded male with woman, torch central, additional deities above, women with hydriai pouring water into a pithos below (Danaides)",1_(AKI),N/A(AKI),UPL(AKI),N/A(AKI),"8_F,2_M,1_N,1_OW",2 ROWS,"ATTENDANT (DIONYSIAC, EROS), FUNERARY","ATTENDANT (DIONYSIAC)(TYM), FUNERARY(TYM)","neck: woman and satyr attending to seated eros; body: central naiskos with seated youth and male child pouring into youth's phiale with chariot wheels and armour, four attendants","neck: woman and satyr attending to seated eros; body: central naiskos with seated youth and male child pouring into youth's phiale with chariot wheels and armour, four attendants",2_(TYM),"S(TYM),F(TYM)","NECKR(TYM),DOWNL(TYM)","LEANING(TYM),STANDING(TYM)","3_F,3_M,1_E,1_C,1_S",RADIAL,"IMAG1870.jpg, IMAG1871.jpg",,,MTH,,,,,,,
,Apulian,,Krater,Volute,330,310,Baltimore Painter,,,,Bari,Private Collection (Macinagrossa),,,27.22,1888-90,"MYTHOLOGICAL, DIONYSIAC","MYTHOLOGICAL(TYM), DIONYSIAC(TYM)","neck: maenad with animal-skin clothes holding thyrsos and tympanon and chasing a deer amongst florals; body: in the centre, Pegasos and Bellerophon flying R and attacking Chimera below, two amazons and a dog assisting from below, a seated woman with aegis, helmet, spear, and shield (Athena) in upper L and seated male with phiale and bird-topped scepter (Zeus) to upper R, a winged Nike flying towards Bellerophon from R with wreath and sash","neck: maenad with animal-skin clothes holding thyrsos and tympanon and chasing a deer amongst florals; body: in the centre, Pegasos and Bellerophon flying R and attacking Chimera below, two amazons and a dog assisting from below, a seated woman with aegis, helmet, spear, and shield (Athena) in upper L and seated male with phiale and bird-topped scepter (Zeus) to upper R, a winged Nike flying towards Bellerophon from R with wreath and sash",1_(TYM),F(TYM),NECK(TYM),WALKING(TYM),"4_F,2_M,1_N,3_A",RADIAL,NO PHOTO,,,,,,,,,,"IMAG1888.jpg, IMAG1889.jpg, IMAG1890.jpg",,,MTH,,,,,,,
,Apulian,,Krater,Volute,330,310,Baltimore Painter,,,Germany,Germany,Market,,,27.22-3 (?) or 27.22+,1892,MYTHOLOGICAL,MYTHOLOGICAL(KI),"Neck: _ female head with polos in floral with an erotes flying towards her with wreaths; body: above, seated gods (Apollo with branch and phiale, kithara by knee, seated R; Athena with aegis, shield, spear, and helmet seated L; small eros carrying a wreath and flying towards Aphrodite seated L on chest, looking R and holding a ball; bearded male, Zeus, with thunderbolt below and holding bird-topped scepter; woman, Erinys, with cross-chest harness, short chiton, long sleeves, and animal-skin boots holding two torches), below Pegasos and Bellerophon approach a seated male in Phrygian cap, Iobates, with tablet, to R of Iobates a woman stands with fan and an Amazon with halma and spear seated L","Neck: _ female head with polos in floral with an erotes flying towards her with wreaths; body: above, seated gods (Apollo with branch and phiale, kithara by knee, seated R; Athena with aegis, shield, spear, and helmet seated L; small eros carrying a wreath and flying towards Aphrodite seated L on chest, looking R and holding a ball; bearded male, Zeus, with thunderbolt below and holding bird-topped scepter; woman, Erinys, with cross-chest harness, short chiton, long sleeves, and animal-skin boots holding two torches), below Pegasos and Bellerophon approach a seated male in Phrygian cap, Iobates, with tablet, to R of Iobates a woman stands with fan and an Amazon with halma and spear seated L",1_(KI),N/A(KI),UPL(KI),N/A(KI),"5_F,4_M,3_E,1_A",2 ROWS,FUNERARY,"FUNERARY(TYM), FUNERARY(TYM)","neck: an eros leans R and holds a wreath and a situla towards a woman seated L on an Ionic column capital, holding a platter and bunch of grapes, and a woman walking R with a basket, thyrsos, and tympanon; body: a central naiskos with Ionic columns with an added-white youth holding a spear and shield, a mantle over his shoulders, standing frontal and looking L, with four attendants (male in upper L with situla and basket, woman in lower L putting wreath on naiskos base, seated woman in upper R holding platter, mirror, and tympanon, and youth seated R in lower R holding large patera, basket, and bunch of grapes)","neck: an eros leans R and holds a wreath and a situla towards a woman seated L on an Ionic column capital, holding a platter and bunch of grapes, and a woman walking R with a basket, thyrsos, and tympanon; body: a central naiskos with Ionic columns with an added-white youth holding a spear and shield, a mantle over his shoulders, standing frontal and looking L, with four attendants (male in upper L with situla and basket, woman in lower L putting wreath on naiskos base, seated woman in upper R holding platter, mirror, and tympanon, and youth seated R in lower R holding large patera, basket, and bunch of grapes)",2_(TYM),"F(TYM),F(TYM)","NECKR(TYM),UPR(TYM)","WALKING(TYM),SEATED(TYM)","4_F,3_M,1_E",RADIAL,IMAG1892.jpg,,,MTH,FUN,Who knows?,,,,,
